cluster	avg_seq_len	MainBody_length	avg_GC_cont	avg_ATcont_after3p	sum_all_reads	num_gap_bars	scale_rate_5p	num_mismatches_8mer	num_mism_in_MB	len_after_MB	gap_droppin_len	gcs	ats	cpg	cwf	ce	cz	cm2	cm3	ct2	ct3	cl2	cl3	ident2rev_compl_clust	hits_on_mature_miR	bracket-mirna-fraction	hairpin-size-estimate	loop-mirna-distance-estimate	loop-size-estimate	loops-in-hairpin	minimum-free-energy	mirna-bracket-discrepancy	mirna-bracket-majority	mirna-unmatched
1116	22.1	20	0.408987193066	0.0904766666667	70	9	9	0	0	5	1	0.25	0.538461538462	0.533333333333	1.98630677827	0.902380225017	0.4375	0.752173742391	0.620268620662	0.5625	0.414473684211	0.65	0.692307692308	50	NO	0.380952380952381	54	9	8	1	-16.80	0.888888888888889	8	12
1117	18.9230769231	17	0.529549087422	0.53846	13	6	6	1	3	6	6	0.5	0.636363636364	0.666666666667	1.91988776982	0.859776914161	0.387755102041	0.754218923942	0.622420277463	0.5625	0.463235294118	0.65	0.72972972973	70	NO	0.368421052631579	57	16	8	1	-17.40	1	7	12
1118	21.5	22	0.684508124726	0.16667	6	0	0	0	1	1	1	0.333333333333	0.142857142857	0.3	2.01996992999	0.920992879194	0.43137254902	0.761595278236	0.63069728663	0.625	0.46875	0.7	0.725	75	YES	0.772727272727273	64	7	4	1	-36.40	1	17	5
1119	21.8387096774	22	0.332108268035	0.25806	31	0	0	0	0	1	0	0.428571428571	0.333333333333	0.7	2.02594798467	0.901566675279	0.43137254902	0.808025451211	0.653654682481	0.6875	0.55	0.75	0.775	68	NO	0.590909090909091	74	17	6	1	-21.00	1	13	9
1120	21.9333333333	20	0.571193299454	0.0666666666667	15	1	1	0	0	3	0	0.538461538462	0.111111111111	0.433333333333	2.01996992999	0.920992879194	0.43137254902	0.840821730999	0.653654682481	0.75	0.6	0.8	0.8	70	YES	0.954545454545455	64	8	4	1	-65.20	1	21	1
1121	22.4	22	0.311264822134	NA	5	1	1	0	0	0	0	0.714285714286	0.0666666666667	1.16666666667	2.03898132244	0.885141730711	0.43137254902	0.779568790193	0.63069728663	0.625	0.46875	0.7	0.725	73	YES	0.863636363636364	62	4	13	1	-35.10	1	19	3
1122	21.3636363636	20	0.237382267703	0.454543333333	11	1	1	0	0	3	3	0.2	0.294117647059	0.833333333333	2.03359406795	0.858842847694	0.448979591837	0.803378314002	0.614030619963	0.6875	0.48125	0.75	0.725	76	YES	0.909090909090909	51	2	6	1	-29.50	1	20	2
1123	22.0909090909	21	0.495652173913	0.36364	11	2	2	0	0	1	0	0.272727272727	0.454545454545	0.392857142857	2.01625404971	0.947752810306	0.43137254902	0.785404802046	0.63069728663	0.625	0.46875	0.7	0.725	68	NO	0.727272727272727	43	0	4	1	-19.70	0.842105263157895	16	3
1124	22.4285714286	22	0.441370223979	0.42857	7	0	0	0	0	1	0	0.2	0.333333333333	0.416666666667	2.01187575248	0.968130013766	0.458333333333	0.775229171424	0.597363953297	0.625	0.40625	0.7	0.675	69	YES	0.909090909090909	58	1	13	1	-35.10	1	20	2
1125	19.0	13	0.654043019522	0.372546666667	17	4	4	0	0	9	8	0.272727272727	0.5	0.392857142857	1.90311329823	0.935509560439	0.38	0.799289930856	0.661635963738	0.625	0.588235294118	0.7	0.810810810811	72	NO	0.368421052631579	32	3	4	1	-23.90	1	7	12
1126	22.0172413793	23	0.311264822134	NA	58	0	0	0	0	0	0	0.142857142857	0.0666666666667	0.583333333333	2.01625404971	0.947752810306	0.448979591837	0.784215927402	0.63069728663	0.6875	0.515625	0.75	0.75	68	NO	0.363636363636364	72	11	7	2	-25.30	1	8	14
1127	21.7777777778	22	0.679655561829	0.03704	27	0	0	0	0	1	1	0.6	0.428571428571	0.416666666667	2.03671914804	0.834623127836	0.468085106383	0.679991076186	0.574406557445	0.4375	0.2625	0.55	0.575	70	YES	0.636363636363636	59	2	9	1	-34.00	1	14	8
1128	22.0526315789	22	0.359025032938	0.05263	38	0	0	0	0	1	1	1.0	0.2	0.0	2.03511939059	0.782202525871	0.43137254902	0.712787355973	0.607739890779	0.421875	0.2953125	0.6	0.65	71	YES	0.818181818181818	79	11	13	1	-25.70	1	18	4
1129	21.0833333333	21	0.837694241416	0.041665	12	0	0	0	0	2	2	0.0526315789474	0.333333333333	0.211111111111	2.05944642077	0.78088385564	0.448979591837	0.678802201541	0.591073224112	0.5	0.325	0.6	0.625	74	NO	0.545454545454545	27	0	3	1	-57.20	0.631578947368421	12	3
1130	21.6746987952	22	0.448605390773	0.03012	83	1	1	0	0	2	1	0.0	0.333333333333	0.4	2.01053725955	0.97473215139	0.4	0.92242593305	0.720321349148	0.875	0.875	0.9	0.95	65	YES	0.863636363636364	55	2	8	1	-38.40	1	19	3
1131	22.0317460317	22	0.485507246377	0.03174	63	0	0	0	0	1	1	0.454545454545	0.636363636364	0.458333333333	2.03074109336	0.882347343065	0.415094339623	0.842010605643	0.703654682481	0.75	0.7125	0.8	0.875	69	YES	0.863636363636364	57	4	6	1	-40.50	1	19	3
1132	19.0	14	0.489013518451	0.444446666667	6	4	4	0	0	7	7	0.272727272727	0.0909090909091	0.392857142857	2.0089375021	0.984922629019	0.415094339623	0.913439177072	0.703654682481	0.875	0.83125	0.9	0.925	69	NO	0.636363636363636	46	0	6	1	-15.50	1	14	8
1133	21.7333333333	22	0.556966403162	0.06667	30	0	0	0	0	1	1	0.384615384615	0.111111111111	0.361111111111	2.01399187531	0.953830230059	0.423076923077	0.850997361621	0.686988015815	0.75	0.675	0.8	0.85	68	YES	0.363636363636364	55	16	6	1	-19.20	0.8	8	12
1134	22.4	22	0.488636363636	0.2	5	0	0	1	0	1	0	0.0	0.0	0.4	2.0066753277	0.997015105738	0.423076923077	0.865820129453	0.686988015815	0.75	0.675	0.8	0.85	72	NO	1	60	3	11	1	-62.90	1	22	0
1135	22.2	22	0.424148315453	NA	5	1	1	0	0	0	0	0.333333333333	0.230769230769	0.5	2.01399187531	0.959845287025	0.423076923077	0.865820129453	0.686988015815	0.75	0.675	0.8	0.85	73	NO	0.636363636363636	37	0	10	1	-34.40	1	14	8
1136	22.2121212121	22	0.393782545956	0.30303	99	0	0	0	0	1	0	0.555555555556	0.230769230769	0.642857142857	2.02223210439	0.92832660639	0.423076923077	0.856833373475	0.686988015815	0.75	0.675	0.8	0.85	69	YES	0.863636363636364	62	1	15	1	-16.00	1	19	3
1137	18.5	16	0.562757406114	NA	124	7	7	0	0	0	0	0.4	0.333333333333	0.47619047619	1.76899008054	0.924800876357	0.340425531915	0.730807857199	0.610749629867	0.6	0.557142857143	0.684210526316	0.787878787879	76	NO	0.8125	64	4	6	2	-22.80	1	13	3
1138	21.6363636364	22	0.523377366341	0.04545	22	0	0	0	0	1	1	0.5	0.2	0.444444444444	2.01744649107	0.938943365694	0.44	0.850997361621	0.653654682481	0.75	0.6	0.8	0.8	67	YES	0.909090909090909	56	4	6	1	-38.60	1	20	2
1139	22.0	22	0.363542254847	NA	157	4	4	0	0	0	0	0.25	0.142857142857	0.533333333333	2.01399187531	0.959845287025	0.423076923077	0.874806885431	0.653654682481	0.8125	0.65	0.85	0.825	73	YES	0.909090909090909	54	0	11	1	-35.20	1	20	2
1140	20.625	15	0.2773891869	0.5	16	1	1	0	0	8	8	0.333333333333	0.125	0.75	2.02568672015	0.90742468506	0.43137254902	0.847846617496	0.670321349148	0.75	0.6375	0.8	0.825	70	NO	0.409090909090909	54	0	5	2	 -6.50	0.692307692307692	9	9
1141	20.0	18	0.610305958132	0.4	5	1	1	0	0	4	0	0.0769230769231	0.777777777778	0.309523809524	2.03898132244	0.885141730711	0.423076923077	0.842010605643	0.670321349148	0.6875	0.584375	0.75	0.8	73	NO	0.363636363636364	67	1	7	3	-26.00	0.666666666666667	8	10
1142	21.2	19	0.451286318563	0.2	5	0	0	0	0	4	0	0.4	0.333333333333	0.47619047619	2.01625404971	0.947752810306	0.43137254902	0.865820129453	0.670321349148	0.75	0.6375	0.8	0.825	69	NO	0.772727272727273	77	0	4	2	-23.60	0.944444444444444	17	4
1143	21.0434782609	23	0.675934813978	0.173915	23	2	2	0	0	2	0	0.0769230769231	0.142857142857	0.309523809524	1.93653204936	0.963060373421	0.392156862745	0.867838621753	0.676468981722	0.75	0.708333333333	0.8	0.868421052632	70	YES	0.9	55	8	4	1	-70.40	1	18	2
1144	22.0	22	0.511363636364	NA	300	0	0	0	0	0	0	0.272727272727	0.272727272727	0.392857142857	2.0111996765	0.9728301523	0.415094339623	0.865820129453	0.703654682481	0.75	0.7125	0.8	0.875	68	YES	0.818181818181818	57	2	10	1	-46.00	1	18	4
1145	17.1540298507	17	0.680471510773	0.0005	3350	5	5	0	0	3	1	0.166666666667	0.6	0.342857142857	1.83404662601	0.88899245213	0.34	0.800704882779	0.651148432601	0.625	0.625	0.7	0.828571428571	72	NO	0.588235294117647	37	0	4	1	-32.60	1	10	7
1146	17.5320512821	17	0.488778885934	0.0341866666667	156	8	8	0	0	5	1	0.111111111111	0.428571428571	0.45	1.76112949407	0.961897470348	0.340425531915	0.751559732163	0.610749629867	0.6	0.557142857143	0.684210526316	0.787878787879	70	NO	0.3125	20	0	5	1	-12.50	0.714285714285714	5	9
1147	22.2	22	0.466403162055	NA	5	2	2	0	0	0	0	0.2	0.666666666667	0.416666666667	2.0272864776	0.894964537655	0.44	0.785404802046	0.653654682481	0.625	0.5	0.7	0.75	73	NO	0.954545454545455	73	4	20	1	-49.70	1	21	1
1148	22.4642857143	22	0.533596837945	NA	28	1	1	0	0	0	0	0.0	0.4	0.333333333333	2.01239211786	0.970035764655	0.423076923077	0.818201081834	0.670321349148	0.6875	0.584375	0.75	0.8	72	NO	0.272727272727273	72	0	3	2	-21.90	0.6	6	12
1149	22.0	22	0.659090909091	NA	7	0	0	2	0	0	0	0.333333333333	0.142857142857	0.3	2.01996992999	0.920992879194	0.415094339623	0.842010605643	0.68069728663	0.8125	0.73125	0.85	0.875	72	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1150	22.0416666667	22	0.441501976285	0.0	24	0	0	0	0	1	1	0.2	0.666666666667	0.416666666667	2.0272864776	0.894964537655	0.423076923077	0.850997361621	0.664030619963	0.75	0.6375	0.8	0.825	85	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1151	21.6666666667	19	0.523438735178	0.48148	9	1	1	0	0	3	0	0.0909090909091	0.0909090909091	0.366666666667	2.0066753277	0.997015105738	0.43137254902	0.818201081834	0.670321349148	0.6875	0.584375	0.75	0.8	70	NO	0.727272727272727	77	18	3	1	-33.00	1	16	6
1152	21.6666666667	21	0.46176046176	0.55556	9	1	1	0	0	1	0	0.4	0.166666666667	0.47619047619	2.01331579932	0.964545425559	0.423076923077	0.850997361621	0.68069728663	0.75	0.675	0.8	0.85	69	YES	0.727272727272727	60	4	10	1	-20.60	1	16	6
1153	17.2063989962	17	0.63558132315	0.05082	1594	10	10	0	1	1	1	0.0909090909091	0.666666666667	0.366666666667	1.8311191062	0.904641539649	0.36170212766	0.769454882779	0.606703988157	0.5625	0.4875	0.65	0.742857142857	78	NO	0.470588235294118	23	0	5	1	-46.90	0.8	8	7
1154	20.875	19	0.760865800866	0.375	8	1	1	0	0	3	0	0.0	1.0	0.25	2.03460302521	0.786311831948	0.448979591837	0.761595278236	0.653654682481	0.421875	0.3375	0.6	0.7	76	NO	0.727272727272727	71	9	5	2	-46.00	1	16	6
1155	21.3529411765	22	0.395021645022	NA	17	0	0	2	2	0	0	0.0	0.0769230769231	0.5	1.97253210609	0.978033486182	0.4375	0.817737648614	0.631190660116	0.6875	0.542763157895	0.75	0.769230769231	70	NO	0.761904761904762	77	15	6	1	-22.50	1	16	5
1156	22.0	22	0.522727272727	NA	5	0	0	0	0	0	0	0.166666666667	0.6	0.342857142857	2.02223210439	0.92832660639	0.43137254902	0.827187837812	0.670321349148	0.6875	0.584375	0.75	0.8	68	NO	0.5	57	17	9	1	-36.10	0.578947368421053	11	3
1157	20.6537313433	19	0.611170872836	0.583086666667	335	4	4	0	0	6	4	0.0769230769231	0.5	0.309523809524	1.98241395131	0.942086462269	0.403846153846	0.846045929945	0.690444059258	0.6875	0.651315789474	0.75	0.846153846154	73	NO	0.714285714285714	43	0	4	1	-29.90	1	15	6
1158	22.0	22	0.545454545455	NA	14	0	0	0	0	0	0	0.166666666667	0.6	0.342857142857	2.02223210439	0.92832660639	0.44	0.779568790193	0.653654682481	0.625	0.5	0.7	0.75	65	NO	1	63	8	4	1	-67.00	1	22	0
1159	21.4814814815	20	0.335353535354	0.19753	27	1	1	0	3	4	3	0.714285714286	0.285714285714	1.16666666667	2.00385357813	0.871188699681	0.411764705882	0.786609836168	0.65535633996	0.625	0.526315789474	0.7	0.769230769231	74	YES	1	70	12	3	1	-43.70	1	21	0
1160	22.0	22	0.727272727273	NA	5	0	0	0	0	0	0	0.125	0.0	0.253968253968	2.0218247883	0.918566162234	0.44	0.817012207189	0.636988015815	0.6875	0.515625	0.75	0.75	79	NO	0.772727272727273	66	8	4	1	-41.70	1	17	5
1161	21.6	22	0.356818181818	NA	5	0	0	0	0	0	0	0.5	0.285714285714	0.666666666667	2.02342454575	0.919517161779	0.448979591837	0.850997361621	0.636988015815	0.75	0.5625	0.8	0.775	72	YES	0.863636363636364	58	6	5	1	-37.80	1	19	3
1162	19.5	19	0.409578983108	0.133333333333	10	1	1	1	3	3	0	0.25	0.0	0.533333333333	1.93404365752	0.976362097812	0.4	0.798823983624	0.632442245591	0.6875	0.572916666667	0.75	0.789473684211	75	YES	0.8	55	6	4	1	-32.60	1	16	4
1163	21.8	22	0.627705627706	NA	5	0	0	0	0	0	0	0.571428571429	0.5	0.424242424242	2.03359406795	0.858842847694	0.423076923077	0.728798998449	0.636988015815	0.5625	0.421875	0.65	0.7	75	NO	0.363636363636364	28	0	9	1	-31.80	0.8	8	12
1164	21.4736842105	20	0.369696969697	0.36842	19	0	0	5	8	2	0	0.555555555556	0.384615384615	0.642857142857	2.02568672015	0.90742468506	0.43137254902	0.740936498552	0.636988015815	0.5625	0.421875	0.65	0.7	73	YES	0.954545454545455	57	2	10	1	-52.10	1	21	1
1165	21.8	22	0.404545454545	NA	10	0	0	0	0	0	0	0.111111111111	0.230769230769	0.45	2.01053725955	0.97473215139	0.43137254902	0.842010605643	0.664030619963	0.75	0.6375	0.8	0.825	73	NO	0.5	36	0	4	1	-34.20	0.6875	11	6
1166	20.5	19	0.732057416268	NA	6	3	3	0	0	0	0	0.375	0.0	0.290909090909	2.02627752034	0.884871189233	0.44	0.794391558024	0.647363953297	0.6875	0.55	0.75	0.775	69	NO	0.636363636363636	57	9	5	1	-21.80	1	14	8
1167	22.0	21	0.363636363636	0.6	5	1	1	0	0	1	0	0.25	0.142857142857	0.533333333333	2.01399187531	0.959845287025	0.423076923077	0.831834975021	0.647363953297	0.75	0.6	0.8	0.8	68	YES	0.818181818181818	53	1	8	1	-32.60	1	18	4
1168	21.9333333333	22	0.584415584416	NA	15	0	0	0	0	0	0	0.230769230769	0.333333333333	0.325	2.01399187531	0.959845287025	0.423076923077	0.765053540801	0.647363953297	0.6875	0.55	0.75	0.775	76	YES	0.954545454545455	80	13	9	1	-39.30	1	21	1
1169	20.8571428571	20	0.291053391053	0.42857	7	1	1	0	2	1	0	0.333333333333	0.375	0.75	2.03013945219	0.873729712058	0.44	0.764746022361	0.647363953297	0.625	0.5	0.7	0.75	72	NO	0.636363636363636	74	0	6	3	-10.90	0.823529411764706	14	5
1170	17.5737359551	17	0.671966178816	0.010885	1424	5	5	0	0	2	1	0.666666666667	0.0	0.6	1.87685547027	0.842488724243	0.375	0.711286070919	0.604166666667	0.5625	0.45703125	0.65	0.722222222222	72	NO	0.666666666666667	76	1	6	2	-27.40	1	12	6
1171	21.1034482759	20	0.404545454545	NA	29	2	2	0	0	0	0	0.555555555556	0.230769230769	0.642857142857	2.02223210439	0.92832660639	0.44	0.784215927402	0.647363953297	0.6875	0.55	0.75	0.775	68	NO	0.318181818181818	64	23	4	1	-26.10	0.583333333333333	7	10
1172	19.5365853659	18	0.634289321789	NA	41	4	4	0	0	0	0	0.166666666667	0.666666666667	0.342857142857	1.87798441428	0.894107906186	0.367346938776	0.782679496982	0.625	0.625	0.546875	0.7	0.777777777778	72	NO	0.666666666666667	75	20	6	1	-28.50	1	12	6
1173	21.6956521739	21	0.753968253968	0.34783	23	0	0	0	0	1	0	0.0	0.666666666667	0.25	2.04058107989	0.874951253081	0.43137254902	0.779568790193	0.63069728663	0.625	0.46875	0.7	0.725	74	YES	0.909090909090909	59	4	7	1	-45.90	1	20	2
1174	22.0	22	0.545454545455	NA	5	0	0	0	0	0	0	0.166666666667	0.8	0.342857142857	2.04109744526	0.870841947005	0.448979591837	0.746772510405	0.63069728663	0.5625	0.421875	0.65	0.7	67	YES	0.590909090909091	44	0	15	1	-41.80	1	13	9
1175	21.7142857143	21	0.604978354978	NA	14	1	1	0	0	0	0	0.0769230769231	0.111111111111	0.309523809524	2.0089375021	0.984922629019	0.44	0.824037093687	0.614030619963	0.6875	0.48125	0.75	0.725	68	NO	0.363636363636364	61	0	3	2	-22.10	0.533333333333333	8	7
1176	21.2857142857	22	0.440285204991	NA	7	0	0	0	1	0	0	0.4	0.166666666667	0.47619047619	2.01331579932	0.964545425559	0.43137254902	0.799038695233	0.653654682481	0.6875	0.584375	0.75	0.8	86	YES	0.863636363636364	60	2	14	1	-27.20	1	19	3
1177	22.0	22	0.431818181818	NA	5	0	0	0	0	0	0	0.6	0.166666666667	0.625	2.02223210439	0.92832660639	0.468085106383	0.722962986596	0.607739890779	0.5625	0.39375	0.65	0.675	68	YES	0.909090909090909	68	6	12	1	-34.70	1	20	2
1178	21.3818181818	20	0.396512746513	0.74545	55	1	1	0	0	1	0	0.75	0.0	1.14285714286	2.03830524645	0.889841869246	0.44	0.760406403592	0.620321349148	0.625	0.46875	0.7	0.725	71	NO	0.454545454545455	68	17	4	1	-12.50	1	10	12
1179	22.0	22	0.5	NA	7	0	0	0	0	0	0	0.454545454545	0.0909090909091	0.458333333333	2.01399187531	0.959845287025	0.448979591837	0.736596879783	0.603654682481	0.5625	0.39375	0.65	0.675	73	NO	0.772727272727273	66	6	4	1	-21.20	1	17	5
1180	21.8	21	0.338383838384	0.05	10	1	1	0	0	2	1	0.428571428571	0.2	0.7	2.02342454575	0.919517161779	0.415094339623	0.889629653262	0.703654682481	0.8125	0.771875	0.85	0.9	68	YES	0.863636363636364	56	3	7	1	-29.50	1	19	3
1181	22.0	22	0.454545454545	NA	7	0	0	0	0	0	0	0.0	0.166666666667	0.4	2.00759900917	0.991524766643	0.415094339623	0.92242593305	0.703654682481	0.875	0.83125	0.9	0.925	68	NO	0.318181818181818	41	0	5	1	-15.60	0.875	7	14
1182	21.875	22	0.476911976912	NA	8	0	0	0	0	0	0	0.0909090909091	0.0909090909091	0.366666666667	2.0066753277	0.997015105738	0.415094339623	0.874806885431	0.703654682481	0.8125	0.771875	0.85	0.9	76	YES	0.909090909090909	54	2	5	1	-49.50	1	20	2
1183	20.75	17	0.417112299465	NA	8	5	5	0	0	0	0	0.5	0.285714285714	0.666666666667	2.02342454575	0.919517161779	0.423076923077	0.865820129453	0.703654682481	0.75	0.7125	0.8	0.875	69	NO	0.454545454545455	70	19	8	1	-16.90	1	10	12
1184	22.0	22	0.5	NA	5	0	0	0	0	0	0	0.272727272727	0.454545454545	0.392857142857	2.01625404971	0.947752810306	0.415094339623	0.842010605643	0.703654682481	0.75	0.7125	0.8	0.875	72	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1185	21.6	21	0.343939393939	0.0	5	1	1	0	0	1	0	0.25	0.142857142857	0.533333333333	2.01399187531	0.959845287025	0.415094339623	0.865820129453	0.703654682481	0.75	0.7125	0.8	0.875	68	YES	0.863636363636364	56	5	5	1	-26.60	1	19	3
1186	20.0	20	0.464015151515	NA	5	2	2	0	0	0	0	0.0	0.166666666667	0.4	2.00759900917	0.991524766643	0.415094339623	0.92242593305	0.703654682481	0.875	0.83125	0.9	0.925	70	NO	0.409090909090909	26	0	6	1	-17.40	0.692307692307692	9	9
1187	21.6	21	0.511904761905	0.6	5	0	0	0	0	1	0	0.0909090909091	0.0909090909091	0.366666666667	2.0066753277	0.997015105738	0.43137254902	0.913439177072	0.703654682481	0.875	0.83125	0.9	0.925	68	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1188	22.0	22	0.409090909091	NA	18	0	0	0	0	0	0	0.111111111111	0.384615384615	0.45	2.01399187531	0.953830230059	0.415094339623	0.883793641409	0.703654682481	0.8125	0.771875	0.85	0.9	67	YES	0.818181818181818	63	8	4	1	-33.50	1	18	4
1189	22.0	22	0.409090909091	NA	15	0	0	0	0	0	0	0.555555555556	0.230769230769	0.642857142857	2.02223210439	0.92832660639	0.415094339623	0.842010605643	0.703654682481	0.6875	0.653125	0.75	0.85	67	NO	0.454545454545455	31	0	4	1	-13.10	0.769230769230769	10	9
1190	20.9685314685	18	0.639719855906	0.00175	572	5	5	0	0	3	1	0.428571428571	0.25	0.35	2.01996992999	0.920992879194	0.423076923077	0.808025451211	0.686988015815	0.6875	0.61875	0.75	0.825	68	YES	NA	NA	NA	NA	NA	NA	NA	NA	NA
1191	21.6	21	0.364862914863	0.7	10	1	1	0	0	1	0	0.0	0.0	0.5	2.0111996765	0.9728301523	0.423076923077	0.883793641409	0.686988015815	0.75	0.675	0.8	0.85	68	YES	0.909090909090909	60	3	11	1	-33.70	1	20	2
1192	21.0	20	0.406128958761	0.16667	6	2	2	0	2	1	0	0.2	0.5	0.416666666667	2.01744649107	0.938943365694	0.423076923077	0.856833373475	0.686988015815	0.75	0.675	0.8	0.85	70	NO	0.909090909090909	62	7	3	1	-29.10	1	20	2
1193	17.3888888889	16	0.639062842043	NA	72	6	6	0	0	0	0	0.666666666667	0.2	0.6	1.84058757958	0.809197054418	0.36170212766	0.681804250366	0.606703988157	0.5	0.433333333333	0.6	0.714285714286	70	NO	0.352941176470588	30	0	7	1	-21.60	0.545454545454545	6	6
1194	17.6520467836	17	0.527772770459	0.00146	684	5	5	1	0	3	1	0.8	0.25	1.11111111111	1.88838428969	0.837911028788	0.375	0.705545489661	0.604166666667	0.5	0.40625	0.6	0.694444444444	70	NO	0.777777777777778	60	8	8	1	-22.10	1	14	4
1195	22.0	22	0.5	NA	10	0	0	0	0	0	0	0.0909090909091	0.272727272727	0.366666666667	2.0089375021	0.984922629019	0.423076923077	0.824037093687	0.686988015815	0.6875	0.61875	0.75	0.825	74	NO	0.363636363636364	52	20	4	1	-30.30	0.571428571428571	8	8
1196	21.3636363636	21	0.480751391466	0.0606066666667	44	1	1	0	0	3	2	0.2	0.0909090909091	0.416666666667	1.9701622091	0.990701795125	0.411764705882	0.896045929945	0.65535633996	0.8125	0.684210526316	0.85	0.846153846154	71	YES	0.80952380952381	54	3	8	1	-36.60	1	17	4
1197	22.0	22	0.590909090909	NA	11	0	0	0	0	0	0	0.0769230769231	0.555555555556	0.309523809524	2.02063234694	0.93851708402	0.423076923077	0.803378314002	0.670321349148	0.625	0.53125	0.7	0.775	69	YES	0.863636363636364	63	2	17	1	-43.10	1	19	3
1198	22.0	22	0.636363636364	NA	6	0	0	0	0	0	0	0.285714285714	0.25	0.311111111111	2.01610799814	0.945545503318	0.43137254902	0.833023849665	0.670321349148	0.6875	0.584375	0.75	0.8	72	NO	0.681818181818182	63	0	5	2	-30.00	1	15	7
1199	21.2222222222	20	0.696248196248	0.77778	9	1	1	0	0	1	0	0.466666666667	0.428571428571	0.340909090909	2.03013945219	0.873729712058	0.415094339623	0.79320268338	0.670321349148	0.6875	0.584375	0.75	0.8	68	NO	0.5	65	0	4	2	-15.00	1	11	11
1200	22.0	22	0.409090909091	NA	5	0	0	0	0	0	0	0.111111111111	0.230769230769	0.45	2.01053725955	0.97473215139	0.423076923077	0.842010605643	0.670321349148	0.6875	0.584375	0.75	0.8	68	YES	0.909090909090909	59	5	8	1	-56.00	1	20	2
1201	21.8	22	0.372294372294	NA	5	0	0	0	0	0	0	0.0	0.285714285714	0.5	2.01399187531	0.953830230059	0.43137254902	0.856833373475	0.670321349148	0.75	0.6375	0.8	0.825	72	NO	0.681818181818182	69	2	6	2	-22.10	1	15	7
1202	21.0	20	0.721371610845	0.0	5	0	0	0	0	2	0	0.125	0.333333333333	0.253968253968	2.02568672015	0.90742468506	0.423076923077	0.809214325856	0.670321349148	0.6875	0.584375	0.75	0.8	70	YES	0.863636363636364	62	6	3	1	-44.50	1	19	3
1203	22.0	22	0.363636363636	NA	28	0	0	0	0	0	0	0.25	0.285714285714	0.533333333333	2.01610799814	0.945545503318	0.43137254902	0.833023849665	0.670321349148	0.6875	0.584375	0.75	0.8	68	YES	0.818181818181818	61	6	7	1	-21.10	1	18	4
1204	21.6	22	0.247474747475	NA	10	0	0	0	0	0	0	0.333333333333	0.0	0.75	2.02517035477	0.911533991137	0.423076923077	0.827187837812	0.670321349148	0.6875	0.584375	0.75	0.8	67	NO	0.818181818181818	67	6	12	1	-14.60	1	18	4
1205	21.2580645161	14	0.452919435301	0.225806666667	31	17	17	0	0	13	8	0.111111111111	0.0	0.45	1.9701622091	0.990701795125	0.388888888889	0.905482023722	0.707987918907	0.8125	0.8125	0.85	0.923076923077	71	NO	0.571428571428571	50	2	6	1	-26.10	1	12	9
1206	19.4588469185	17	0.375816672954	0.0	2515	12	12	0	0	1	1	0.25	0.0	0.533333333333	1.93404365752	0.976362097812	0.392156862745	0.815207042806	0.676468981722	0.6875	0.649305555556	0.75	0.842105263158	68	NO	0.75	78	10	11	1	-15.10	1	15	5
1207	22.5714285714	16	0.324666868172	0.09524	7	13	13	0	0	5	2	0.142857142857	0.428571428571	0.583333333333	1.98408988768	0.911059462555	0.428571428571	0.796045929945	0.648734519765	0.6875	0.578947368421	0.75	0.794871794872	72	NO	0.714285714285714	68	13	5	1	-13.20	1	15	6
1208	21.4	18	0.689010989011	0.0	5	7	7	0	0	5	0	0.142857142857	0.714285714286	0.291666666667	2.00163668755	0.886169425469	0.403846153846	0.802173742391	0.637812480311	0.625	0.493421052632	0.7	0.74358974359	74	NO	0.428571428571429	70	0	3	3	-44.00	1	9	12
1209	20.9	16	0.334155120242	0.333333333333	10	8	8	0	0	10	5	0.428571428571	0.428571428571	0.7	1.99035261163	0.890708201311	0.411764705882	0.846045929945	0.666278379415	0.75	0.671052631579	0.8	0.846153846154	70	NO	0.476190476190476	61	7	7	1	-13.10	1	10	11
